class,filename,path,year,month,day,hour,split
negative,2016032018.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032018.h5,2016,3,20,18,train
negative,2016032021.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032021.h5,2016,3,20,21,train
negative,2016032103.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032103.h5,2016,3,21,3,train
negative,2016032106.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032106.h5,2016,3,21,6,train
negative,2016032109.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032109.h5,2016,3,21,9,train
negative,2016032112.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032112.h5,2016,3,21,12,train
negative,2016032115.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032115.h5,2016,3,21,15,train
negative,2016032118.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032118.h5,2016,3,21,18,train
negative,2016032121.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032121.h5,2016,3,21,21,train
negative,2016032200.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032200.h5,2016,3,22,0,train
negative,2016032203.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032203.h5,2016,3,22,3,train
negative,2016032206.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032206.h5,2016,3,22,6,train
negative,2016032209.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032209.h5,2016,3,22,9,train
negative,2016032215.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032215.h5,2016,3,22,15,train
negative,2016032221.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032221.h5,2016,3,22,21,train
negative,2016032300.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032300.h5,2016,3,23,0,train
negative,2016032309.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032309.h5,2016,3,23,9,train
negative,2016032318.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032318.h5,2016,3,23,18,train
negative,2016032321.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032321.h5,2016,3,23,21,train
negative,2016032400.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032400.h5,2016,3,24,0,train
negative,2016032403.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032403.h5,2016,3,24,3,train
negative,2016032406.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032406.h5,2016,3,24,6,train
negative,2016032412.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032412.h5,2016,3,24,12,train
negative,2016032500.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032500.h5,2016,3,25,0,train
negative,2016032503.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032503.h5,2016,3,25,3,train
negative,2016032506.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032506.h5,2016,3,25,6,train
negative,2016032509.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032509.h5,2016,3,25,9,train
negative,2016032512.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032512.h5,2016,3,25,12,train
negative,2016032515.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032515.h5,2016,3,25,15,train
negative,2016032518.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032518.h5,2016,3,25,18,train
negative,2016032521.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032521.h5,2016,3,25,21,train
negative,2016032606.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032606.h5,2016,3,26,6,train
negative,2016032609.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032609.h5,2016,3,26,9,train
negative,2016032615.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032615.h5,2016,3,26,15,train
negative,2016032621.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032621.h5,2016,3,26,21,train
negative,2016032700.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032700.h5,2016,3,27,0,train
negative,2016032703.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032703.h5,2016,3,27,3,train
negative,2016032709.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032709.h5,2016,3,27,9,train
negative,2016032715.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032715.h5,2016,3,27,15,train
negative,2016032800.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032800.h5,2016,3,28,0,train
negative,2016032803.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032803.h5,2016,3,28,3,train
negative,2016032806.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032806.h5,2016,3,28,6,train
negative,2016032815.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032815.h5,2016,3,28,15,train
negative,2016032821.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032821.h5,2016,3,28,21,train
negative,2016032900.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032900.h5,2016,3,29,0,train
negative,2016032912.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032912.h5,2016,3,29,12,train
negative,2016032915.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032915.h5,2016,3,29,15,train
negative,2016032918.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016032918.h5,2016,3,29,18,train
negative,2016033006.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016033006.h5,2016,3,30,6,train
negative,2016033012.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016033012.h5,2016,3,30,12,train
negative,2016033015.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016033015.h5,2016,3,30,15,train
negative,2016033018.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016033018.h5,2016,3,30,18,train
negative,2016040312.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040312.h5,2016,4,3,12,train
negative,2016040315.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040315.h5,2016,4,3,15,train
negative,2016040318.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040318.h5,2016,4,3,18,train
negative,2016040403.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040403.h5,2016,4,4,3,train
negative,2016040406.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040406.h5,2016,4,4,6,train
negative,2016040409.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040409.h5,2016,4,4,9,train
negative,2016040412.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040412.h5,2016,4,4,12,train
negative,2016040415.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040415.h5,2016,4,4,15,train
negative,2016040812.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040812.h5,2016,4,8,12,train
negative,2016040818.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040818.h5,2016,4,8,18,train
negative,2016040906.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040906.h5,2016,4,9,6,train
negative,2016040918.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040918.h5,2016,4,9,18,train
negative,2016040921.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016040921.h5,2016,4,9,21,train
negative,2016041306.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041306.h5,2016,4,13,6,train
negative,2016041309.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041309.h5,2016,4,13,9,train
negative,2016041318.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041318.h5,2016,4,13,18,train
negative,2016041400.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041400.h5,2016,4,14,0,train
negative,2016041403.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041403.h5,2016,4,14,3,train
negative,2016041406.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041406.h5,2016,4,14,6,train
negative,2016041409.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041409.h5,2016,4,14,9,train
negative,2016041412.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041412.h5,2016,4,14,12,train
negative,2016041415.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041415.h5,2016,4,14,15,train
negative,2016041506.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041506.h5,2016,4,15,6,train
negative,2016041512.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041512.h5,2016,4,15,12,train
negative,2016041603.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041603.h5,2016,4,16,3,train
negative,2016041606.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041606.h5,2016,4,16,6,train
negative,2016041615.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041615.h5,2016,4,16,15,train
negative,2016041700.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041700.h5,2016,4,17,0,train
negative,2016041718.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041718.h5,2016,4,17,18,train
negative,2016041721.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041721.h5,2016,4,17,21,train
negative,2016041903.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041903.h5,2016,4,19,3,train
negative,2016041906.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041906.h5,2016,4,19,6,train
negative,2016041909.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041909.h5,2016,4,19,9,train
negative,2016041915.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041915.h5,2016,4,19,15,train
negative,2016041918.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016041918.h5,2016,4,19,18,train
negative,2016042000.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042000.h5,2016,4,20,0,train
negative,2016042003.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042003.h5,2016,4,20,3,train
negative,2016042006.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042006.h5,2016,4,20,6,train
negative,2016042012.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042012.h5,2016,4,20,12,train
negative,2016042015.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042015.h5,2016,4,20,15,train
negative,2016042021.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042021.h5,2016,4,20,21,train
negative,2016042103.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042103.h5,2016,4,21,3,train
negative,2016042109.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042109.h5,2016,4,21,9,train
negative,2016042112.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042112.h5,2016,4,21,12,train
negative,2016042118.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042118.h5,2016,4,21,18,train
negative,2016042206.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042206.h5,2016,4,22,6,train
negative,2016042209.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042209.h5,2016,4,22,9,train
negative,2016042221.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042221.h5,2016,4,22,21,train
negative,2016042306.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042306.h5,2016,4,23,6,train
negative,2016042309.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042309.h5,2016,4,23,9,train
negative,2016042315.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042315.h5,2016,4,23,15,train
negative,2016042318.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042318.h5,2016,4,23,18,train
negative,2016042321.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042321.h5,2016,4,23,21,train
negative,2016042406.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042406.h5,2016,4,24,6,train
negative,2016042409.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042409.h5,2016,4,24,9,train
negative,2016042412.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042412.h5,2016,4,24,12,train
negative,2016042418.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042418.h5,2016,4,24,18,train
negative,2016042500.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042500.h5,2016,4,25,0,train
negative,2016042506.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042506.h5,2016,4,25,6,train
negative,2016042515.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042515.h5,2016,4,25,15,train
negative,2016042518.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042518.h5,2016,4,25,18,train
negative,2016042606.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042606.h5,2016,4,26,6,train
negative,2016042700.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042700.h5,2016,4,27,0,train
negative,2016042706.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042706.h5,2016,4,27,6,train
negative,2016042712.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042712.h5,2016,4,27,12,train
negative,2016042715.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016042715.h5,2016,4,27,15,train
negative,2016060106.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016060106.h5,2016,6,1,6,train
negative,2016060115.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016060115.h5,2016,6,1,15,train
negative,2016060609.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016060609.h5,2016,6,6,9,train
negative,2016060621.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016060621.h5,2016,6,6,21,train
negative,2016060703.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016060703.h5,2016,6,7,3,train
negative,2016060800.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016060800.h5,2016,6,8,0,train
negative,2016060903.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016060903.h5,2016,6,9,3,train
negative,2016060906.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016060906.h5,2016,6,9,6,train
negative,2016060915.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016060915.h5,2016,6,9,15,train
negative,2016061000.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061000.h5,2016,6,10,0,train
negative,2016061003.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061003.h5,2016,6,10,3,train
negative,2016061009.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061009.h5,2016,6,10,9,train
negative,2016061021.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061021.h5,2016,6,10,21,train
negative,2016061500.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061500.h5,2016,6,15,0,train
negative,2016061503.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061503.h5,2016,6,15,3,train
negative,2016061506.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061506.h5,2016,6,15,6,train
negative,2016061509.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061509.h5,2016,6,15,9,train
negative,2016061515.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061515.h5,2016,6,15,15,train
negative,2016061518.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061518.h5,2016,6,15,18,train
negative,2016061609.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061609.h5,2016,6,16,9,train
negative,2016061618.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061618.h5,2016,6,16,18,train
negative,2016061700.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061700.h5,2016,6,17,0,train
negative,2016061703.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061703.h5,2016,6,17,3,train
negative,2016061706.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061706.h5,2016,6,17,6,train
negative,2016061815.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061815.h5,2016,6,18,15,train
negative,2016061900.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061900.h5,2016,6,19,0,train
negative,2016061912.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061912.h5,2016,6,19,12,train
negative,2016061918.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061918.h5,2016,6,19,18,train
negative,2016061921.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016061921.h5,2016,6,19,21,train
negative,2016062006.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062006.h5,2016,6,20,6,train
negative,2016062018.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062018.h5,2016,6,20,18,train
negative,2016062103.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062103.h5,2016,6,21,3,train
negative,2016062109.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062109.h5,2016,6,21,9,train
negative,2016062118.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062118.h5,2016,6,21,18,train
negative,2016062203.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062203.h5,2016,6,22,3,train
negative,2016062206.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062206.h5,2016,6,22,6,train
negative,2016062209.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062209.h5,2016,6,22,9,train
negative,2016062212.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062212.h5,2016,6,22,12,train
negative,2016062300.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062300.h5,2016,6,23,0,train
negative,2016062312.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062312.h5,2016,6,23,12,train
negative,2016062412.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062412.h5,2016,6,24,12,train
negative,2016062421.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062421.h5,2016,6,24,21,train
negative,2016062500.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062500.h5,2016,6,25,0,train
negative,2016062515.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062515.h5,2016,6,25,15,train
negative,2016062606.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062606.h5,2016,6,26,6,train
negative,2016062609.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062609.h5,2016,6,26,9,train
negative,2016062703.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062703.h5,2016,6,27,3,train
negative,2016062709.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062709.h5,2016,6,27,9,train
negative,2016062721.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062721.h5,2016,6,27,21,train
negative,2016062821.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062821.h5,2016,6,28,21,train
negative,2016062909.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016062909.h5,2016,6,29,9,train
negative,2016063015.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016063015.h5,2016,6,30,15,train
negative,2016063018.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016063018.h5,2016,6,30,18,train
negative,2016070106.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070106.h5,2016,7,1,6,train
negative,2016070200.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070200.h5,2016,7,2,0,train
negative,2016070206.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070206.h5,2016,7,2,6,train
negative,2016070212.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070212.h5,2016,7,2,12,train
negative,2016070321.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070321.h5,2016,7,3,21,train
negative,2016070400.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070400.h5,2016,7,4,0,train
negative,2016070503.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070503.h5,2016,7,5,3,train
negative,2016070509.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070509.h5,2016,7,5,9,train
negative,2016070700.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070700.h5,2016,7,7,0,train
negative,2016070800.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070800.h5,2016,7,8,0,train
negative,2016070806.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070806.h5,2016,7,8,6,train
negative,2016070900.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016070900.h5,2016,7,9,0,train
negative,2016071003.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016071003.h5,2016,7,10,3,train
negative,2016071009.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016071009.h5,2016,7,10,9,train
negative,2016071021.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016071021.h5,2016,7,10,21,train
negative,2016071109.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016071109.h5,2016,7,11,9,train
negative,2016071206.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016071206.h5,2016,7,12,6,train
negative,2016071215.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016071215.h5,2016,7,12,15,train
negative,2016071500.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016071500.h5,2016,7,15,0,train
negative,2016071621.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016071621.h5,2016,7,16,21,train
negative,2016072203.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016072203.h5,2016,7,22,3,train
negative,2016072215.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016072215.h5,2016,7,22,15,train
negative,2016072312.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016072312.h5,2016,7,23,12,train
negative,2016072400.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016072400.h5,2016,7,24,0,train
negative,2016072600.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016072600.h5,2016,7,26,0,train
negative,2016081218.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081218.h5,2016,8,12,18,train
negative,2016081300.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081300.h5,2016,8,13,0,train
negative,2016081309.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081309.h5,2016,8,13,9,train
negative,2016081312.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081312.h5,2016,8,13,12,train
negative,2016081321.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081321.h5,2016,8,13,21,train
negative,2016081421.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081421.h5,2016,8,14,21,train
negative,2016081521.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081521.h5,2016,8,15,21,train
negative,2016081821.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081821.h5,2016,8,18,21,train
negative,2016081903.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081903.h5,2016,8,19,3,train
negative,2016081915.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081915.h5,2016,8,19,15,train
negative,2016081918.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081918.h5,2016,8,19,18,train
negative,2016081921.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016081921.h5,2016,8,19,21,train
negative,2016082003.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016082003.h5,2016,8,20,3,train
negative,2016082012.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016082012.h5,2016,8,20,12,train
negative,2016082500.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016082500.h5,2016,8,25,0,train
negative,2016082518.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016082518.h5,2016,8,25,18,train
negative,2016090312.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090312.h5,2016,9,3,12,train
negative,2016090315.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090315.h5,2016,9,3,15,train
negative,2016090318.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090318.h5,2016,9,3,18,train
negative,2016090400.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090400.h5,2016,9,4,0,train
negative,2016090403.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090403.h5,2016,9,4,3,train
negative,2016090406.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090406.h5,2016,9,4,6,train
negative,2016090409.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090409.h5,2016,9,4,9,train
negative,2016090412.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090412.h5,2016,9,4,12,train
negative,2016090418.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090418.h5,2016,9,4,18,train
negative,2016090500.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090500.h5,2016,9,5,0,train
negative,2016090503.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090503.h5,2016,9,5,3,train
negative,2016090506.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090506.h5,2016,9,5,6,train
negative,2016090512.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090512.h5,2016,9,5,12,train
negative,2016090515.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090515.h5,2016,9,5,15,train
negative,2016090518.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090518.h5,2016,9,5,18,train
negative,2016090606.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090606.h5,2016,9,6,6,train
negative,2016090609.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090609.h5,2016,9,6,9,train
negative,2016090615.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090615.h5,2016,9,6,15,train
negative,2016090618.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090618.h5,2016,9,6,18,train
negative,2016090621.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090621.h5,2016,9,6,21,train
negative,2016090700.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090700.h5,2016,9,7,0,train
negative,2016090706.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090706.h5,2016,9,7,6,train
negative,2016090712.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090712.h5,2016,9,7,12,train
negative,2016090715.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090715.h5,2016,9,7,15,train
negative,2016090800.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090800.h5,2016,9,8,0,train
negative,2016090803.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090803.h5,2016,9,8,3,train
negative,2016090806.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090806.h5,2016,9,8,6,train
negative,2016090812.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090812.h5,2016,9,8,12,train
negative,2016090815.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090815.h5,2016,9,8,15,train
negative,2016090818.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090818.h5,2016,9,8,18,train
negative,2016090821.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090821.h5,2016,9,8,21,train
negative,2016090903.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090903.h5,2016,9,9,3,train
negative,2016090906.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090906.h5,2016,9,9,6,train
negative,2016090909.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090909.h5,2016,9,9,9,train
negative,2016090915.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090915.h5,2016,9,9,15,train
negative,2016090918.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090918.h5,2016,9,9,18,train
negative,2016090921.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016090921.h5,2016,9,9,21,train
negative,2016091006.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016091006.h5,2016,9,10,6,train
negative,2016091009.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016091009.h5,2016,9,10,9,train
negative,2016091012.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016091012.h5,2016,9,10,12,train
negative,2016091015.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016091015.h5,2016,9,10,15,train
negative,2016091018.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2016091018.h5,2016,9,10,18,train
